Drug_Database,Targets
imipenem_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
cefadroxil_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
ertapenem_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
piperacillin_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
cefazolin_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
cefdinir_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
cefepime_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
cefixime_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
cefotaxime_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
cefotetan_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
ceftazidime_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
ceftibuten_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
ceftizoxime_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
ceftriaxone_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
ergotamine_ChEMBL,"['HTR1D', 'ADRA1D', 'ADRA1B', 'ADRA2B', 'ADRA2C', 'ADRA1A', 'ADRA2A']"
cephalexin_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
felbamate_ChEMBL,"['GRIN2B', 'GRIN2C', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GRIN2D', 'GRIN1']"
memantine_ChEMBL,"['GRIN2B', 'GRIN2C', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GRIN2D', 'GRIN1']"
cefuroxime_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
ketamine_ChEMBL,"['GRIN2B', 'GRIN2C', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GRIN2D', 'GRIN1']"
ampicillin_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
amoxapine_ChEMBL,"['DRD3', 'DRD1', 'DRD5', 'SLC6A4', 'DRD4', 'DRD2', 'SLC6A2']"
amoxicillin_ChEMBL,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
alitretinoin_ChEMBL,"['RARG', 'RARA', 'RXRA', 'RXRB', 'RXRG', 'RARB']"
carvedilol_ChEMBL,"['ADRB1', 'ADRB3', 'ADRA1D', 'ADRA1B', 'ADRB2', 'ADRA1A']"
pimozide_ChEMBL,"['HTR2A', 'DRD3', 'DRD1', 'DRD4', 'DRD2', 'DRD5']"
oxymetazoline_ChEMBL,"['ADRA1D', 'ADRA1B', 'ADRA2B', 'ADRA2C', 'ADRA1A', 'ADRA2A']"
phentolamine_ChEMBL,"['ADRA1D', 'ADRA1B', 'ADRA2B', 'ADRA2C', 'ADRA1A', 'ADRA2A']"
lindane_ChEMBL,"['Rdl1', '8239847', 'Rdl2', '8233868', 'Rdl3', '8232983']"
acitretin_ChEMBL,"['RARG', 'RARA', 'RXRA', 'RXRB', 'RXRG', 'RARB']"
naphazoline_ChEMBL,"['ADRA1D', 'ADRA1B', 'ADRA2B', 'ADRA2C', 'ADRA1A', 'ADRA2A']"
tazobactam_ChEMBL,"['blaT-4', 'blaT-5', 'blaT-6', 'bla', 'blaT-3']"
olanzapine_ChEMBL,"['DRD3', 'HTR2A', 'HTR2C', 'DRD4', 'DRD2']"
mivacurium_ChEMBL,"['CHRNA1', 'CHRNB1', 'CHRND', 'CHRNE', 'CHRNG']"
dicloxacillin_ChEMBL,"['PBP2', 'pbpA', 'pbpF', 'mecA', 'pbp4']"
vecuronium_ChEMBL,"['CHRNA1', 'CHRNB1', 'CHRND', 'CHRNE', 'CHRNG']"
bosutinib_ChEMBL,"['LYN', 'ABL1', 'BCR', 'HCK', 'SRC']"
octreotide_ChEMBL,"['SSTR5', 'SSTR4', 'SSTR2', 'SSTR1', 'SSTR3']"
nafcillin_ChEMBL,"['PBP2', 'pbpA', 'pbpF', 'mecA', 'pbp4']"
thioridazine_ChEMBL,"['DRD3', 'HTR2A', 'HTR2C', 'DRD4', 'DRD2']"
mirtazapine_ChEMBL,"['HTR2A', 'HTR2C', 'ADRA2B', 'ADRA2C', 'ADRA2A']"
trifluoperazine_ChEMBL,"['DRD3', 'HTR2A', 'HTR2C', 'DRD4', 'DRD2']"
nimodipine_ChEMBL,"['CACNA1D', 'CACNA1F', 'NR3C2', 'CACNA1S', 'CACNA1C']"
pancuronium_ChEMBL,"['CHRNA1', 'CHRNB1', 'CHRND', 'CHRNE', 'CHRNG']"
rocuronium_ChEMBL,"['CHRNA1', 'CHRNB1', 'CHRND', 'CHRNE', 'CHRNG']"
ezogabine_ChEMBL,"['KCNQ2', 'KCNQ4', 'KCNQ5', 'KCNQ1', 'KCNQ3']"
loxapine_ChEMBL,"['DRD3', 'HTR2A', 'HTR2C', 'DRD4', 'DRD2']"
oxacillin_ChEMBL,"['PBP2', 'pbpA', 'pbpF', 'mecA', 'pbp4']"
pergolide_ChEMBL,"['DRD3', 'DRD1', 'DRD4', 'DRD2', 'DRD5']"
felodipine_ChEMBL,"['CACNA1D', 'CACNA1F', 'NR3C2', 'CACNA1S', 'CACNA1C']"
ritonavir_ChEMBL,"['CYP3A4', 'CYP3A7', 'CYP3A5', 'CYP3A43', 'pol']"
fingolimod_ChEMBL,"['S1PR4', 'S1PR5', 'S1PR3', 'S1PR2', 'S1PR1']"
abiraterone_ChEMBL,"['CYP17A1', 'AR', 'SRD5A3', 'SRD5A2', 'SRD5A1']"
nitroglycerin_ChEMBL,"['GUCY1B1', 'GUCY1A1', 'GUCY1B2', 'GUCY1A2']"
lenalidomide_ChEMBL,"['CUL4A', 'DDB1', 'RBX1', 'CRBN']"
pramlintide_ChEMBL,"['RAMP3', 'CALCR', 'RAMP2', 'RAMP1']"
nitric oxide_ChEMBL,"['GUCY1B1', 'GUCY1A1', 'GUCY1B2', 'GUCY1A2']"
pomalidomide_ChEMBL,"['CUL4A', 'DDB1', 'RBX1', 'CRBN']"
crizotinib_ChEMBL,"['ALK', 'MET', 'EML4', 'NPM1']"
balsalazide_ChEMBL,"['PPARG', 'ALOX5', 'PTGS2', 'PTGS1']"
nitroprusside_ChEMBL,"['GUCY1B1', 'GUCY1A1', 'GUCY1B2', 'GUCY1A2']"
cobicistat_ChEMBL,"['CYP3A7', 'CYP3A5', 'CYP3A43', 'CYP3A4']"
nisoldipine_ChEMBL,"['CACNA1D', 'CACNA1C', 'CACNA1F', 'CACNA1S']"
imatinib_ChEMBL,"['BCR', 'KIT', 'PDGFRB', 'ABL1']"
roflumilast_ChEMBL,"['PDE4C', 'PDE4B', 'PDE4A', 'PDE4D']"
tofacitinib_ChEMBL,"['JAK1', 'JAK2', 'TYK2', 'JAK3']"
olsalazine_ChEMBL,"['PTGS1', 'PTGS2', 'ALOX5', 'PPARG']"
pasireotide_ChEMBL,"['SSTR1', 'SSTR5', 'SSTR3', 'SSTR2']"
apremilast_ChEMBL,"['PDE4C', 'PDE4B', 'PDE4A', 'PDE4D']"
droperidol_ChEMBL,"['HTR2A', 'DRD3', 'DRD4', 'DRD2']"
methazolamide_ChEMBL,"['CA2', 'CA1', 'CA4', 'CA7']"
amlodipine_ChEMBL,"['CACNA1D', 'CACNA1C', 'CACNA1F', 'CACNA1S']"
dinoprostone_ChEMBL,"['PTGER1', 'PTGER3', 'PTGER4', 'PTGER2']"
diltiazem_ChEMBL,"['CACNA1D', 'CACNA1C', 'CACNA1F', 'CACNA1S']"
gatifloxacin_ChEMBL,"['gyrA', 'gyrB', 'parC', 'parE']"
gemifloxacin_ChEMBL,"['gyrA', 'gyrB', 'parC', 'parE']"
haloperidol_ChEMBL,"['HTR2A', 'DRD3', 'DRD4', 'DRD2']"
rifabutin_ChEMBL,"['rpoC', 'rpoA', 'rpoZ', 'rpoB']"
rifapentine_ChEMBL,"['rpoC', 'rpoA', 'rpoZ', 'rpoB']"
levofloxacin_ChEMBL,"['gyrA', 'gyrB', 'parC', 'parE']"
thalidomide_ChEMBL,"['CUL4A', 'DDB1', 'RBX1', 'CRBN']"
rifaximin_ChEMBL,"['rpoC', 'rpoA', 'rpoZ', 'rpoB']"
adenosine_ChEMBL,"['ADORA2B', 'ADORA3', 'ADORA2A', 'ADORA1']"
clevidipine_ChEMBL,"['CACNA1D', 'CACNA1C', 'CACNA1F', 'CACNA1S']"
perampanel_ChEMBL,"['GRIA4', 'GRIA3', 'GRIA2', 'GRIA1']"
blinatumomab_ChEMBL,"['CD3D', 'CD3E', 'CD19', 'CD3G']"
acetaminophen_ChEMBL,"['PTGS2', 'FAAH', 'TRPV1', 'PTGS1']"
vorinostat_ChEMBL,"['HDAC3', 'HDAC2', 'HDAC1', 'HDAC6']"
isosorbide dinitrate_ChEMBL,"['GUCY1B1', 'GUCY1A1', 'GUCY1B2', 'GUCY1A2']"
nicardipine_ChEMBL,"['CACNA1D', 'CACNA1C', 'CACNA1F', 'CACNA1S']"
pemetrexed_ChEMBL,"['GART', 'thyA', 'TYMS', 'DHFR']"
nifedipine_ChEMBL,"['CACNA1D', 'CACNA1C', 'CACNA1F', 'CACNA1S']"
isosorbide mononitrate_ChEMBL,"['GUCY1B1', 'GUCY1A1', 'GUCY1B2', 'GUCY1A2']"
caffeine_ChEMBL,"['ADORA2B', 'ADORA3', 'ADORA2A', 'ADORA1']"
chlorpromazine_ChEMBL,"['HTR2A', 'DRD3', 'DRD4', 'DRD2']"
nefazodone_ChEMBL,"['SLC6A2', 'SLC6A4', 'HTR2A', 'HTR2C']"
moxifloxacin_ChEMBL,"['gyrA', 'gyrB', 'parC', 'parE']"
isradipine_ChEMBL,"['CACNA1D', 'CACNA1C', 'CACNA1F', 'CACNA1S']"
trovafloxacin_ChEMBL,"['gyrA', 'gyrB', 'parC', 'parE']"
ciprofloxacin_ChEMBL,"['gyrA', 'gyrB', 'parC', 'parE']"
verapamil_ChEMBL,"['CACNA1D', 'CACNA1C', 'CACNA1F', 'CACNA1S']"
acetazolamide_ChEMBL,"['CA2', 'CA1', 'CA12', 'CA4']"
methsuximide_ChEMBL,"['CACNA1I', 'CACNA1H', 'CACNA1G']"
afatinib_ChEMBL,"['ERBB2', 'ERBB4', 'EGFR']"
ceritinib_ChEMBL,"['ALK', 'EML4', 'NPM1']"
abciximab_ChEMBL,"['ITGA2B', 'ITGAV', 'ITGB3']"
doxazosin_ChEMBL,"['ADRA1A', 'ADRA1B', 'ADRA1D']"
dextroamphetamine_ChEMBL,"['SLC18A2', 'SLC6A2', 'SLC6A3']"
sulfasalazine_ChEMBL,"['PTGS2', 'ALOX5', 'PTGS1']"
dexmedetomidine_ChEMBL,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
propantheline_ChEMBL,"['CHRM2', 'CHRM1', 'CHRM3']"
carteolol_ChEMBL,"['ADRB2', 'ADRB1', 'ADRB3']"
aripiprazole_ChEMBL,"['HTR2A', 'HTR1A', 'DRD2']"
almotriptan_ChEMBL,"['HTR1F', 'HTR1B', 'HTR1D']"
lisdexamfetamine_ChEMBL,"['SLC18A2', 'SLC6A2', 'SLC6A3']"
desmopressin_ChEMBL,"['AVPR1A', 'AVPR1B', 'AVPR2']"
terazosin_ChEMBL,"['ADRA1A', 'ADRA1B', 'ADRA1D']"
dutasteride_ChEMBL,"['SRD5A3', 'SRD5A2', 'SRD5A1']"
axitinib_ChEMBL,"['FLT4', 'KDR', 'FLT1']"
brimonidine_ChEMBL,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
apraclonidine_ChEMBL,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
atropine_ChEMBL,"['CHRM2', 'CHRM1', 'CHRM3']"
bromocriptine_ChEMBL,"['DRD3', 'DRD4', 'DRD2']"
methyldopa_ChEMBL,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
naltrexone_ChEMBL,"['OPRM1', 'OPRD1', 'OPRK1']"
alfuzosin_ChEMBL,"['ADRA1A', 'ADRA1B', 'ADRA1D']"
tamsulosin_ChEMBL,"['ADRA1A', 'ADRA1B', 'ADRA1D']"
sotalol_ChEMBL,"['ADRB2', 'ADRB1', 'KCNH2']"
tazarotene_ChEMBL,"['RARG', 'RARA', 'RARB']"
naloxone_ChEMBL,"['OPRM1', 'OPRD1', 'OPRK1']"
palbociclib_ChEMBL,"['CDK6', 'CCND1', 'CDK4']"
olaparib_ChEMBL,"['PARP1', 'PARP2', 'PARP3']"
oxymorphone_ChEMBL,"['OPRM1', 'OPRD1', 'OPRK1']"
meclofenamic acid_ChEMBL,"['PTGS2', 'ALOX5', 'PTGS1']"
nalbuphine_ChEMBL,"['OPRM1', 'OPRD1', 'OPRK1']"
adapalene_ChEMBL,"['RARG', 'RARA', 'RARB']"
quetiapine_ChEMBL,"['HTR2A', 'HTR2C', 'DRD2']"
eletriptan_ChEMBL,"['HTR1F', 'HTR1B', 'HTR1D']"
apomorphine_ChEMBL,"['DRD3', 'DRD4', 'DRD2']"
metoclopramide_ChEMBL,"['HTR3A', 'HTR4', 'DRD2']"
natalizumab_ChEMBL,"['ITGB1', 'ITGA4', 'ITGB7']"
hydroxyurea_ChEMBL,"['RRM2B', 'RRM2', 'RRM1']"
alectinib_ChEMBL,"['ALK', 'EML4', 'RET']"
ziprasidone_ChEMBL,"['HTR2A', 'HTR2C', 'DRD2']"
trimethadione_ChEMBL,"['CACNA1I', 'CACNA1H', 'CACNA1G']"
rotigotine_ChEMBL,"['DRD3', 'DRD4', 'DRD2']"
ropinirole_ChEMBL,"['DRD3', 'DRD4', 'DRD2']"
ethosuximide_ChEMBL,"['CACNA1I', 'CACNA1H', 'CACNA1G']"
aldesleukin_ChEMBL,"['IL2RA', 'IL2RG', 'IL2RB']"
pramipexole_ChEMBL,"['DRD3', 'DRD4', 'DRD2']"
isotretinoin_ChEMBL,"['RARG', 'RARA', 'RARB']"
acetohydroxamic acid_ChEMBL,"['ureC', 'ureA', 'ureB']"
risperidone_ChEMBL,"['HTR2A', 'HTR2C', 'DRD2']"
daclizumab_ChEMBL,"['IL2RA', 'IL2RG', 'IL2RB']"
amiloride_ChEMBL,"['SCNN1A', 'SCNN1B', 'SCNN1G']"
bexarotene_ChEMBL,"['RXRB', 'RXRG', 'RXRA']"
lenvatinib_ChEMBL,"['FLT4', 'KDR', 'FLT1']"
prazosin_ChEMBL,"['ADRA1A', 'ADRA1B', 'ADRA1D']"
tizanidine_ChEMBL,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
midodrine_ChEMBL,"['ADRA1A', 'ADRA1B', 'ADRA1D']"
tretinoin_ChEMBL,"['RARG', 'RARA', 'RARB']"
triamterene_ChEMBL,"['SCNN1A', 'SCNN1B', 'SCNN1G']"
phenylephrine_ChEMBL,"['ADRA1A', 'ADRA1B', 'ADRA1D']"
guanfacine_ChEMBL,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
probenecid_ChEMBL,"['SLC22A11', 'SLC22A8', 'SLC22A6']"
trazodone_ChEMBL,"['SLC6A4', 'HTR2A', 'HTR2C']"
zolpidem_ChEMBL,"['GABRB1', 'GABRG2', 'GABRA1']"
zaleplon_ChEMBL,"['GABRB1', 'GABRG2', 'GABRA1']"
basiliximab_ChEMBL,"['IL2RA', 'IL2RG', 'IL2RB']"
ustekinumab_ChEMBL,"['IL12B', 'IL23A', 'IL12A']"
clonidine_ChEMBL,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
hydrocodone_ChEMBL,"['OPRM1', 'OPRD1', 'OPRK1']"
codeine_ChEMBL,"['OPRM1', 'OPRD1', 'OPRK1']"
ketoprofen_ChEMBL,"['PTGS2', 'PTGS1']"
rivastigmine_ChEMBL,"['ACHE', 'BCHE']"
fenoprofen_ChEMBL,"['PTGS2', 'PTGS1']"
repaglinide_ChEMBL,"['KCNJ11', 'ABCC8']"
etoposide_ChEMBL,"['TOP2A', 'TOP2B']"
isocarboxazid_ChEMBL,"['MAOA', 'MAOB']"
oxybutynin_ChEMBL,"['CHRM2', 'CHRM3']"
asenapine_ChEMBL,"['HTR2A', 'DRD2']"
abatacept_ChEMBL,"['CD80', 'CD86']"
ribavirin_ChEMBL,"['IMPDH1', 'NS5B']"
ribociclib_ChEMBL,"['CDK6', 'CDK4']"
fesoterodine_ChEMBL,"['CHRM2', 'CHRM3']"
azacitidine_ChEMBL,"['DNMT3A', 'DNMT1']"
lomefloxacin_ChEMBL,"['gyrA', 'gyrB']"
paliperidone_ChEMBL,"['HTR2A', 'DRD2']"
interferon beta-1a_ChEMBL,"['IFNAR2', 'IFNAR1']"
aminocaproic acid_ChEMBL,"['PLAT', 'PLG']"
glyburide_ChEMBL,"['KCNJ11', 'ABCC8']"
paritaprevir_ChEMBL,"['NS3', 'NS4A']"
rizatriptan_ChEMBL,"['HTR1B', 'HTR1D']"
levobunolol_ChEMBL,"['ADRB2', 'ADRB1']"
ambrisentan_ChEMBL,"['EDNRA', 'EDNRB']"
levetiracetam_ChEMBL,"['SV2A', 'CACNA1B']"
hydroxychloroquine_ChEMBL,"['TLR9', 'TLR7']"
pilocarpine_ChEMBL,"['CHRM1', 'CHRM3']"
indomethacin_ChEMBL,"['PTGS2', 'PTGS1']"
ibuprofen_ChEMBL,"['PTGS2', 'PTGS1']"
peginterferon alfa-2a_ChEMBL,"['IFNAR2', 'IFNAR1']"
peginterferon alfa-2b_ChEMBL,"['IFNAR2', 'IFNAR1']"
ponatinib_ChEMBL,"['BCR', 'ABL1']"
lamivudine_ChEMBL,"['P', 'pol']"
lapatinib_ChEMBL,"['ERBB2', 'EGFR']"
lansoprazole_ChEMBL,"['ATP4B', 'ATP4A']"
lanreotide_ChEMBL,"['SSTR5', 'SSTR2']"
pindolol_ChEMBL,"['ADRB2', 'ADRB1']"
iloperidone_ChEMBL,"['HTR2A', 'DRD2']"
piroxicam_ChEMBL,"['PTGS2', 'PTGS1']"
ketorolac_ChEMBL,"['PTGS2', 'PTGS1']"
pantoprazole_ChEMBL,"['ATP4B', 'ATP4A']"
phendimetrazine_ChEMBL,"['SLC6A2', 'SLC6A3']"
glipizide_ChEMBL,"['KCNJ11', 'ABCC8']"
ranolazine_ChEMBL,"['SCN5A', 'SCN4A']"
liothyronine_ChEMBL,"['THRA', 'THRB']"
ramelteon_ChEMBL,"['MTNR1B', 'MTNR1A']"
flurbiprofen_ChEMBL,"['PTGS2', 'PTGS1']"
aprotinin_ChEMBL,"['KLKB1', 'PLG']"
rabeprazole_ChEMBL,"['ATP4B', 'ATP4A']"
interferon gamma-1b_ChEMBL,"['IFNGR1', 'IFNGR2']"
interferon beta-1b_ChEMBL,"['IFNAR2', 'IFNAR1']"
frovatriptan_ChEMBL,"['HTR1B', 'HTR1D']"
fulvestrant_ChEMBL,"['ESR1', 'ESR2']"
imipramine_ChEMBL,"['SLC6A4', 'SLC6A2']"
protriptyline_ChEMBL,"['SLC6A4', 'SLC6A2']"
levothyroxine_ChEMBL,"['THRA', 'THRB']"
propylthiouracil_ChEMBL,"['DIO1', 'TPO']"
propranolol_ChEMBL,"['ADRB2', 'ADRB1']"
amitriptyline_ChEMBL,"['SLC6A4', 'SLC6A2']"
interferon alfacon-1_ChEMBL,"['IFNAR2', 'IFNAR1']"
phenelzine_ChEMBL,"['MAOA', 'MAOB']"
glimepiride_ChEMBL,"['KCNJ11', 'ABCC8']"
alprostadil_ChEMBL,"['PTGER1', 'PTGER2']"
duloxetine_ChEMBL,"['SLC6A4', 'SLC6A2']"
lurasidone_ChEMBL,"['HTR2A', 'DRD2']"
nortriptyline_ChEMBL,"['SLC6A4', 'SLC6A2']"
mifepristone_ChEMBL,"['NR3C1', 'PGR']"
trospium_ChEMBL,"['CHRM2', 'CHRM3']"
thiothixene_ChEMBL,"['HTR2A', 'DRD2']"
decitabine_ChEMBL,"['DNMT3A', 'DNMT1']"
chlorpropamide_ChEMBL,"['KCNJ11', 'ABCC8']"
boceprevir_ChEMBL,"['NS3', 'NS4A']"
macitentan_ChEMBL,"['EDNRA', 'EDNRB']"
nicotine_ChEMBL,"['CHRNA4', 'CHRNB2']"
nadolol_ChEMBL,"['ADRB2', 'ADRB1']"
cevimeline_ChEMBL,"['CHRM1', 'CHRM3']"
varenicline_ChEMBL,"['CHRNA4', 'CHRNB2']"
tenofovir_ChEMBL,"['P', 'pol']"
desvenlafaxine_ChEMBL,"['SLC6A4', 'SLC6A2']"
teniposide_ChEMBL,"['TOP2A', 'TOP2B']"
dexmethylphenidate_ChEMBL,"['SLC6A2', 'SLC6A3']"
dexrazoxane_ChEMBL,"['TOP2A', 'TOP2B']"
dextromethorphan_ChEMBL,"['SIGMAR1', 'GRIN2A']"
benzphetamine_ChEMBL,"['SLC18A2', 'SLC6A2']"
diazoxide_ChEMBL,"['KCNJ11', 'KCNJ8']"
dicyclomine_ChEMBL,"['CHRM1', 'CHRM3']"
darifenacin_ChEMBL,"['CHRM2', 'CHRM3']"
timolol_ChEMBL,"['ADRB2', 'ADRB1']"
mycophenolic acid_ChEMBL,"['IMPDH2', 'IMPDH1']"
milnacipran_ChEMBL,"['SLC6A4', 'SLC6A2']"
mitotane_ChEMBL,"['CYP11A1', 'CYP11B1']"
bismuth subsalicylate_ChEMBL,"['PTGS2', 'PTGS1']"
clozapine_ChEMBL,"['HTR2A', 'DRD2']"
cobimetinib_ChEMBL,"['MAP2K2', 'MAP2K1']"
tranylcypromine_ChEMBL,"['MAOA', 'MAOB']"
conivaptan_ChEMBL,"['AVPR1A', 'AVPR2']"
cyclobenzaprine_ChEMBL,"['HTR2A', 'HTR2C']"
trametinib_ChEMBL,"['MAP2K2', 'MAP2K1']"
toremifene_ChEMBL,"['ESR1', 'ESR2']"
nilotinib_ChEMBL,"['BCR', 'ABL1']"
minoxidil_ChEMBL,"['KCNJ11', 'ABCC9']"
anagrelide_ChEMBL,"['PDE3B', 'PDE3A']"
tolterodine_ChEMBL,"['CHRM2', 'CHRM3']"
tolmetin_ChEMBL,"['PTGS2', 'PTGS1']"
tolbutamide_ChEMBL,"['KCNJ11', 'ABCC8']"
tolazamide_ChEMBL,"['KCNJ11', 'ABCC8']"
danazol_ChEMBL,"['PGR', 'AR']"
dantrolene_ChEMBL,"['RYR3', 'RYR1']"
tirofiban_ChEMBL,"['ITGB3', 'ITGA2B']"
clidinium_ChEMBL,"['CHRM1', 'CHRM3']"
metipranolol_ChEMBL,"['ADRB2', 'ADRB1']"
diethylpropion_ChEMBL,"['SLC6A2', 'SLC6A3']"
solifenacin_ChEMBL,"['CHRM2', 'CHRM3']"
cabozantinib_ChEMBL,"['MET', 'KDR']"
menthol_ChEMBL,"['TRPM8', 'TRPA1']"
simeprevir_ChEMBL,"['NS3', 'NS4A']"
orlistat_ChEMBL,"['PNLIP', 'LIPF']"
amphetamine_ChEMBL,"['SLC6A2', 'SLC6A3']"
mefenamic acid_ChEMBL,"['PTGS2', 'PTGS1']"
nebivolol_ChEMBL,"['ADRB2', 'ADRB1']"
belatacept_ChEMBL,"['CD80', 'CD86']"
ospemifene_ChEMBL,"['ESR1', 'ESR2']"
mecamylamine_ChEMBL,"['CHRNB4', 'CHRNA3']"
nepafenac_ChEMBL,"['PTGS2', 'PTGS1']"
eptifibatide_ChEMBL,"['ITGB3', 'ITGA2B']"
zolmitriptan_ChEMBL,"['HTR1B', 'HTR1D']"
oxaprozin_ChEMBL,"['PTGS2', 'PTGS1']"
bazedoxifene_ChEMBL,"['ESR1', 'ESR2']"
ruxolitinib_ChEMBL,"['JAK2', 'JAK1']"
baclofen_ChEMBL,"['GABBR2', 'GABBR1']"
esmolol_ChEMBL,"['ADRB2', 'ADRB1']"
esomeprazole_ChEMBL,"['ATP4B', 'ATP4A']"
diflunisal_ChEMBL,"['PTGS2', 'PTGS1']"
omeprazole_ChEMBL,"['ATP4B', 'ATP4A']"
naratriptan_ChEMBL,"['HTR1B', 'HTR1D']"
bromfenac_ChEMBL,"['PTGS2', 'PTGS1']"
ofloxacin_ChEMBL,"['gyrA', 'gyrB']"
vedolizumab_ChEMBL,"['ITGA4', 'ITGB7']"
methylphenidate_ChEMBL,"['SLC6A2', 'SLC6A3']"
tapentadol_ChEMBL,"['OPRM1', 'SLC6A2']"
dobutamine_ChEMBL,"['ADRB2', 'ADRB1']"
"synthetic conjugated estrogens, b_ChEMBL","['ESR1', 'ESR2']"
sumatriptan_ChEMBL,"['HTR1B', 'HTR1D']"
sulindac_ChEMBL,"['PTGS2', 'PTGS1']"
butorphanol_ChEMBL,"['OPRM1', 'OPRK1']"
doxapram_ChEMBL,"['KCNK3', 'KCNK9']"
venlafaxine_ChEMBL,"['SLC6A4', 'SLC6A2']"
buprenorphine_ChEMBL,"['OPRM1', 'OPRK1']"
bupropion_ChEMBL,"['SLC6A2', 'SLC6A3']"
vilazodone_ChEMBL,"['SLC6A4', 'HTR1A']"
antithrombin alfa_ChEMBL,"['F2', 'F10']"
drospirenone_ChEMBL,"['PGR', 'NR3C2']"
acarbose_ChEMBL,"['MGAM', 'AMY2A']"
molindone_ChEMBL,"['HTR2A', 'DRD2']"
netupitant_ChEMBL,['TACR1']
nevirapine_ChEMBL,['pol']
nilutamide_ChEMBL,['AR']
pentazocine_ChEMBL,['SIGMAR1']
pembrolizumab_ChEMBL,['PDCD1']
norgestimate_ChEMBL,['PGR']
pegvisomant_ChEMBL,['GHR']
olmesartan_ChEMBL,['AGTR1']
oxycodone_ChEMBL,['OPRM1']
oxymetholone_ChEMBL,['AR']
oxandrolone_ChEMBL,['AR']
osimertinib_ChEMBL,['EGFR']
ondansetron_ChEMBL,['HTR3A']
ombitasvir_ChEMBL,['NS5A']
aminosalicylic acid_ChEMBL,['folA']
palifermin_ChEMBL,['FGFR2']
omalizumab_ChEMBL,['IGHE']
palivizumab_ChEMBL,['F']
olopatadine_ChEMBL,['HRH1']
palonosetron_ChEMBL,['HTR3A']
olaratumab_ChEMBL,['PDGFRA']
nitisinone_ChEMBL,['HPD']
panitumumab_ChEMBL,['EGFR']
ofatumumab_ChEMBL,['MS4A1']
obinutuzumab_ChEMBL,['MS4A1']
obeticholic acid_ChEMBL,['NR1H4']
norgestrel_ChEMBL,['PGR']
paricalcitol_ChEMBL,['VDR']
norelgestromin_ChEMBL,['PGR']
paroxetine_ChEMBL,['SLC6A4']
nizatidine_ChEMBL,['HRH2']
nivolumab_ChEMBL,['PDCD1']
amiodarone_ChEMBL,['KCNH2']
pegfilgrastim_ChEMBL,['CSF3R']
calcitriol_ChEMBL,['VDR']
reteplase_ChEMBL,['PLG']
pentostatin_ChEMBL,['ADA']
temsirolimus_ChEMBL,['FKBP1A']
tipranavir_ChEMBL,['pol']
tiotropium_ChEMBL,['CHRM3']
ticlopidine_ChEMBL,['P2RY12']
ticagrelor_ChEMBL,['P2RY12']
tiagabine_ChEMBL,['SLC6A1']
aclidinium_ChEMBL,['CHRM3']
acrivastine_ChEMBL,['HRH1']
tetrabenazine_ChEMBL,['SLC18A2']
testosterone_ChEMBL,['AR']
tesamorelin_ChEMBL,['GHRHR']
teriparatide_ChEMBL,['PTH1R']
