Drug,Targets
atomoxetine,"['KCNH2', 'SLC6A4', 'ALB', 'FCGR1A', 'GRIN3A', 'TSHR', 'KCNJ3', 'ORM1', 'OPRK1', 'GRIN2D', 'GRIN2C', 'CYP2D6', 'GRIN3B', 'ORM2', 'GRIN2A', 'GRIN1', 'SLC6A3', 'SLC6A2', 'GRIN2B', 'CYP2C19']"
aminophylline,"['HRH1', 'ADORA2A', 'PDE4D', 'PDE4B', 'PDE4A', 'ADORA1', 'HDAC2', 'ADORA3', 'ALDH18A1', 'PDE4C', 'PDE3B', 'Ins1', 'CYP1A2', 'PDE3A', 'BCL2', 'CYP2E1', 'CAT', 'CYP3A4', 'GCG', 'ADORA2B']"
cefixime,"['POLK', 'mrdA', 'SUMO1', 'mrcB', 'RAB8A', 'TDP1', 'SLC15A1', 'SLC22A5', 'SIRT5', 'mrcA', 'POLI', 'dacC', 'ftsI', 'PLCG1', 'APEX1', 'SLC15A2', 'POLH', 'APAF1', 'GLS', 'KDM4A']"
cefaclor,"['ABCC2', 'CTDSP1', 'ABCC4', 'ABCB11', 'EHMT2', 'IL1B', 'VDR', 'MPO', 'PLK1', 'SLC15A1', 'SLC22A8', 'ABCC3', 'SLC22A6', 'SLC15A2', 'BAZ2B', 'CYP3A4', 'GLS', 'KDM4A', 'NR1I2', 'MAPT']"
rabeprazole,"['ALOX15B', 'CYP2C8', 'ATP4A', 'IL10', 'EHMT2', 'IL1B', 'VDR', 'CYP2C19', 'ABCG2', 'CYP2D6', 'ALDH1A1', 'ATP4B', 'CYP1A2', 'CYP1A1', 'CYP3A4', 'CYP2C9', 'MAPT', 'TNF', 'HEXB']"
chlorpropamide,"['KCNJ11', 'KCNJ10', 'G6PD', 'AVP', 'NFKB1', 'KCNJ1', 'SLC15A1', 'FOS', 'INS', 'CYP2D6', 'CYP1A2', 'SLC22A6', 'SLC15A2', 'ABCC8', 'CYP3A4', 'CYP2C9', 'PTGS1', 'ACE2', 'CYP2C19']"
cyclobenzaprine,"['SLC6A4', 'ALB', 'HTR2C', 'HTR6', 'DRD1', 'HTR2A', 'HTR7', 'CYP3A5', 'TLR4', 'UGT2B10', 'CYP2D6', 'ADRA2C', 'CYP1A2', 'SLC22A2', 'AOX1', 'HTR2B', 'UGT1A4', 'SLC6A2', 'CYP3A4']"
dorzolamide,"['CA5A', 'CA7', 'CA4', 'CA9', 'Cyp3a2', 'canA', 'CA5B', 'NCE103', 'CA3', 'CA1', 'CA14', 'CA6', 'CYP2E1', 'CA2', 'Car5a', 'CYP3A4', 'CA12', 'CYP2C9', 'Car13']"
rufinamide,"['ALB', 'SCN5A', 'SCN2A', 'IGF1R', 'GRM5', 'SCN10A', 'CREB1', 'SCN3A', 'SCN9A', 'SCN7A', 'CES1', 'SCN4A', 'SCN11A', 'CYP2E1', 'CYP3A4', 'CBX1', 'IGF1', 'SCN8A', 'SCN1A']"
cysteamine,"['ALB', 'GHRL', 'SST', 'EHMT2', 'CTSD', 'HMOX1', 'MMP9', 'MPO', 'CFTR', 'FMO2', 'NPY2R', 'VNN1', 'MMP14', 'SOD2', 'FMO1', 'Qpct', 'CYP7A1', 'GCLC', 'MMP12']"
minoxidil,"['UGT1A1', 'KCNJ11', 'KCNJ8', 'SLPI', 'SULT1A3', 'ABCC9', 'REN', 'SULT1A1', 'CALCA', 'KCNJ1', 'EREG', 'IL24', 'CYP2D6', 'CYP1A2', 'MET', 'CYP3A4', 'CYP2C9', 'PTGS1', 'CYP2C19']"
succinylcholine,"['CHRFAM7A', 'CHRNB3', 'CHRM3', 'CHRM1', 'CHRNA4', 'MB', 'RYR1', 'CHRNA3', 'CHRNA1', 'CHRNA5', 'CHRNA10', 'CHRNB4', 'BCHE', 'CHRM2', 'CHRNA2', 'CHRNA6', 'CHRNA9', 'CACNA1S', 'CHRNB2']"
ribociclib,"['NOTCH1', 'CCND3', 'ERBB2', 'PIK3CA', 'ESR2', 'GPT', 'PGR', 'CDK6', 'RB1', 'CCND1', 'ESR1', 'CCND2', 'CDK4', 'CDKN2A', 'BRAF', 'CDC37', 'CYP3A4', 'SMARCA4', 'NRAS']"
rivaroxaban,"['ALB', 'F3', 'GPT', 'IL1B', 'CYP3A5', 'TGFB1', 'F10', 'ABCG2', 'STAR', 'ABCB1', 'CYP2J2', 'HSD3B7', 'VCAM1', 'HSD17B3', 'RELA', 'F5', 'CYP3A4', 'ACTA2', 'TNF']"
didanosine,"['ALB', 'COX1', 'SLC29A3', 'SLPI', 'IL24', 'HFE', 'XDH', 'NT5C2', 'CYP2D6', 'BDNF', 'CYP1A2', 'AR', 'TNFRSF1B', 'CYP3A4', 'CYP2C9', 'IL2RA', 'COX2', 'TNF', 'CYP2C19']"
mycophenolic acid,"['UGT1A1', 'ALB', 'SMN2', 'SMN1', 'CYP2C8', 'SNCA', 'UGT2B7', 'CYP3A5', 'UGT1A6', 'IMPDH2', 'UGT1A10', 'IMPDH1', 'UGT1A9', 'PPARG', 'HSD17B10', 'UGT1A8', 'AR', 'CYP3A4', 'UGT1A7']"
meprobamate,"['GABRG2', 'GABRA3', 'GABRG1', 'PRKCE', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'CYP2C19', 'GABRA2', 'GABRE', 'GABRQ', 'GABRA5', 'PDF', 'GABRG3', 'GABRA1', 'GABRA4', 'GABRA6', 'GABRB3']"
drospirenone,"['HSD11B1', 'ABCB11', 'PGR', 'SHBG', 'NR3C2', 'AKR1B10', 'CYP17A1', 'SERPINA6', 'HSPD1', 'AKR1C1', 'AKR1C4', 'NOS2', 'PTGS2', 'PON1', 'AKR1C2', 'NR3C1', 'AR', 'CYP3A4', 'CYP2C19']"
ephedrine,"['ADRB1', 'ALB', 'H2AX', 'APOC3', 'APOC2', 'ACHE', 'APOA1', 'ADRB2', 'SLC18A2', 'APOC1', 'FOS', 'BCHE', 'CASP3', 'CFD', 'APOB', 'APOA2', 'SLC6A2', 'DRD2', 'ADRA1A']"
fluorometholone,"['F3', 'AKT1', 'VEGFA', 'CXCL8', 'CYP3A5', 'SERPINA6', 'RB1', 'TERT', 'CASP3', 'CDKN1A', 'GLB1', 'SLC22A2', 'NR3C1', 'PLA2G4A', 'AR', 'CYP3A4', 'TP53', 'TNF', 'IL6']"
metolazone,"['CA5A', 'HLA-B', 'CA7', 'CA4', 'CA9', 'CA5B', 'CA3', 'SLC12A1', 'SLC12A3', 'CA1', 'CA14', 'HSD17B10', 'CA6', 'HLA-DQB2', 'CA2', 'Car13', 'CA12', 'CYP3A4', 'NR1I2']"
plerixafor,"['MEN1', 'TNFAIP6', 'ACKR3', 'CXCL12', 'MMP1', 'CTSV', 'AKT1', 'CXCR4', 'KITLG', 'MMP9', 'CDH1', 'NOS3', 'PGR', 'ADAMTS1', 'SNAI2', 'KMT2A', 'VEGFA', 'CCR2']"
prazosin,"['ABCB1', 'KCNH2', 'SLC22A1', 'NOS1', 'ORM1', 'AR', 'CYP3A4', 'ADRA2B', 'ADRA1A', 'Adra1a', 'ADRA1D', 'ADRA2C', 'SLC22A3', 'ADRA2A', 'MAPK8', 'HSD17B10', 'ABCG2', 'ADRA1B']"
loperamide,"['KCNH2', 'ABCB1', 'CYP2D6', 'CALM3', 'CACNA1A', 'CYP2C8', 'OPRK1', 'CYP2B6', 'TEK', 'AR', 'CYP3A4', 'POMC', 'OPRM1', 'TP53', 'ORF1ab', 'TSHR', 'MTOR', 'OPRD1']"
deferasirox,"['CYP27B1', 'HAVCR1', 'ABCC2', 'CASP3', 'VDR', 'CDK9', 'CYP24A1', 'AR', 'CYP1A2', 'UGT1A3', 'CDK2', 'CCNT1', 'LCN2', 'POLR2A', 'GC', 'CYP1A1', 'CLU', 'ABCG2']"
apremilast,"['ABCB1', 'LDHA', 'CKM', 'CDK4', 'CASP3', 'MAPK1', 'CDK6', 'RELA', 'PDE4D', 'NFKBIA', 'PDE4B', 'PDE4C', 'CYP3A4', 'CYP1A2', 'MAPK8', 'PDE4A', 'CYP2A6', 'GOT1']"
ibutilide,"['KCNH2', 'KCNH7', 'CALCA', 'CALU', 'XBP1', 'KCNJ11', 'CACNA2D1', 'DDIT3', 'EIF2AK3', 'CACNG1', 'KCNK6', 'CACNA1C', 'ATF6', 'HSP90B1', 'HSPA5', 'KCNK1', 'KCNH6', 'CACNB1']"
pyridoxine,"['PPARGC1A', 'SHMT1', 'ALB', 'PDXK', 'NTRK1', 'TNF', 'CASP8', 'PSAT1', 'ALPL', 'HP', 'ALDH7A1', 'NEFL', 'BAX', 'CYP1A1', 'LOC102724560', 'DDC', 'PDXP', 'PTH']"
vardenafil,"['GCLM', 'IL1B', 'OGN', 'PYCARD', 'CASP3', 'MYC', 'BMP2', 'IL6', 'CYP3A5', 'NLRP3', 'CASP1', 'NQO1', 'SPP1', 'NFE2L2', 'PDE5A', 'GCLC', 'TNF', 'HMOX1']"
bromfenac,"['CXCL8', 'SLC7A11', 'IL1A', 'IL1B', 'ABCC2', 'MET', 'CYP2C8', 'UGT2B7', 'ABCB11', 'CYP1A2', 'CYP3A4', 'BMP6', 'SLPI', 'CYP2C9', 'PTGS1', 'PTGS2', 'EREG', 'CYP2C19']"
oxymetazoline,"['HTR1A', 'Adra1d', 'CYP2D6', 'HTR1B', 'HTR2C', 'G6PD', 'CYP3A4', 'ADRA2B', 'ADRA1A', 'ADRA2C', 'ADRA1D', 'SLC22A2', 'HTR1D', 'Htr2c', 'UGT1A9', 'ADRA2A', 'ADRA1B', 'CYP2C19']"
chloroprocaine,"['SCN11A', 'SCN9A', 'BCHE', 'CYB5R3', 'SCN5A', 'SCN2A', 'SCN7A', 'CHRNA10', 'SCN10A', 'HTR3A', 'SCN4A', 'ATP1A1', 'SCN3A', 'GRIN3A', 'G6PD', 'SLC6A3', 'SCN8A', 'SCN1A']"
dofetilide,"['KCNH2', 'CALCA', 'KCNK2', 'CYP2D6', 'KCNJ12', 'MMP3', 'MMP9', 'NCF2', 'CYP3A4', 'FKBP1B', 'ERG', 'CYP1A2', 'AR', 'KCNH1', 'SLC22A2', 'CYP2C9', 'PRKCE', 'CYP2C19']"
misoprostol,"['IL1B', 'GAST', 'CASP3', 'CAT', 'PTGIR', 'IL10', 'TAC1', 'IL23A', 'NPSR1', 'PTGER3', 'PTGER2', 'PTGER1', 'BAX', 'PTGER4', 'PTGS2', 'CHRM1', 'TNF', 'ADCYAP1']"
fluvoxamine,"['ABCB1', 'SLC6A4', 'HTR1A', 'CHRM1', 'KCNH2', 'CYP2D6', 'SLC6A2', 'FGF2', 'COMT', 'Slc6a4', 'CYP3A4', 'CYP1A2', 'MDGA2', 'SIGMAR1', 'CYP2C9', 'SLC6A3', 'HTR2A', 'CYP2C19']"
bisoprolol,"['ABCB1', 'ADRB1', 'SLC22A1', 'INS', 'PRKCD', 'ADRB2', 'CCL2', 'IL6', 'IL10', 'CYP3A4', 'SLC22A2', 'PRKCA', 'GNAS', 'IL1B', 'TNF', 'ACY3', 'ADRB3']"
etidronic acid,"['NR1I2', 'CYP2D6', 'SLC25A5', 'TNF', 'TAC1', 'IL11', 'CYP3A4', 'CYP1A2', 'MGP', 'CYP2C9', 'SMPD1', 'BGLAP', 'ATP6V1A', 'SLC25A6', 'PTPRS', 'SLC25A4', 'CYP2C19']"
lomustine,"['ABCB1', 'H2AX', 'CYP2D6', 'ATRX', 'IDH1', 'POLH', 'STMN1', 'SRXN1', 'DDIT3', 'CYP3A4', 'INA', 'ADK', 'SOCS1', 'STMN4', 'MGMT', 'CDKN1A', 'ACE2']"
lacosamide,"['SCN11A', 'DPYSL2', 'SCN8A', 'Scn10a', 'SCN5A', 'SCN2A', 'SCN7A', 'SCN10A', 'Scn3a', 'Scn2a', 'CYP3A4', 'SCN4A', 'SCN3A', 'CYP2C9', 'SCN9A', 'SCN1A', 'CYP2C19']"
codeine,"['KCNH2', 'CXCL8', 'ABCB1', 'SLC22A1', 'CCL5', 'CYP2D6', 'MRGPRX2', 'CCL2', 'OPRK1', 'UGT2B7', 'Cyp2d22', 'AR', 'CYP3A4', 'CES2', 'OPRM1', 'UGT2B4', 'OPRD1']"
zolpidem,"['GABRG2', 'TSPO', 'CYP2D6', 'CYP3A5', 'GABRA3', 'AR', 'CYP3A4', 'GABRA2', 'CYP1A2', 'GABRB3', 'GABRA1', 'CYP2C9', 'GABRA6', 'GABRA4', 'HSD17B10', 'GABRG3', 'CYP2C19']"
brimonidine,"['PRKCD', 'RHOA', 'ALDH1A1', 'HPGD', 'CFTR', 'VDR', 'CREB1', 'RGS4', 'KDM4E', 'ADRA2C', 'ADRA2B', 'SLC22A2', 'AOX1', 'EHMT2', 'ADRA2A', 'PRKCA', 'AGT']"
camphor,"['GABRG2', 'Trpa1', 'TRPA1', 'Trpv3', 'TRPV1', 'CYP2B6', 'RUNX2', 'Cyp2b1', 'ACHE', 'GABRB2', 'ESR1', 'COL1A2', 'GABRA1', 'MPO', 'PGR', 'TRPV3', 'SPARC']"
brinzolamide,"['CA6', 'CA3', 'CA5A', 'canA', 'CA1', 'CA5B', 'CA2', 'HLA-B', 'CA7', 'Car5a', 'CYP3A4', 'ARHGAP45', 'CA14', 'CA4', 'HLA-A', 'CA9', 'NCE103']"
amprenavir,"['ABCB1', 'NR1I2', 'ABCC1', 'CYP2D6', 'CYP2B6', 'CYP3A5', 'CCL2', 'CYP3A4', 'ABCB11', 'NOS3', 'CYP2C9', 'CCL3', 'ALDH1L1', 'CTSD', 'SLCO1B1', 'TFAP2A', 'CYP2C19']"
tazarotene,"['BCL2', 'KCNH2', 'RARB', 'RARG', 'MAPK3', 'CASP3', 'CYP2C8', 'MAPK1', 'RB1', 'BAX', 'TP73', 'SLC5A5', 'NFE2L2', 'RARA', 'RXRB', 'PML', 'STS']"
estramustine,"['MAP2', 'ABCB1', 'BCL2', 'ESR2', 'POLK', 'VDR', 'TDP1', 'AR', 'CYP3A4', 'ESR1', 'BLM', 'MAP1A', 'BAX', 'USP1', 'KAT2A', 'KLK3', 'HEXB']"
lorcaserin,"['CYP2D6', 'HTR2C', 'UGT2B7', 'CYP2B6', 'UGT1A6', 'UGT2B17', 'CYP3A4', 'CYP1A2', 'UGT1A9', 'FMO1', 'CYP2C19', 'CYP1A1', 'HTR2B', 'CYP2A6', 'HTR2A', 'UGT2B15']"
olopatadine,"['S100A1', 'ABCB1', 'ALB', 'HRH1', 'S100B', 'HRH3', 'TAC1', 'HRH2', 'S100A13', 'S100A2', 'CYP3A4', 'IL4', 'FMO1', 'S100A12', 'FMO3', 'TNF']"
sulfadiazine,"['NAT2', 'OLIG2', 'SLC6A4', 'CA6', 'CA1', 'CYP2C8', 'CA2', 'LPO', 'CYP3A4', 'SHANK2', 'CYP2C9', 'G6PD', 'GRIN1', 'folP', 'MTOR', 'IL6']"
clevidipine,"['CYP2E1', 'CYP2D6', 'BCHE', 'NCOA2', 'CACNA1D', 'CYP1B1', 'CACNA1F', 'CYP3A4', 'CACNG1', 'CYP2C9', 'CACNA1C', 'CYP2C19', 'CYP1A1', 'CACNA1B', 'NR1H4', 'CACNA1S']"
trandolapril,"['REN', 'ADRB1', 'NCF1', 'Ren2', 'SLC15A2', 'CAT', 'PTPRD', 'CYBA', 'FN1', 'CES1', 'ACHE', 'SOD2', 'ACE', 'SLC15A1', 'ACE2', 'AGT']"
ticlopidine,"['CYP2E1', 'HLA-C', 'CYP2D6', 'CYP2B6', 'HLA-B', 'HLA-DQB1', 'CYP2C8', 'CYP3A4', 'CYP1A2', 'PTAFR', 'CYP2C9', 'MPO', 'HLA-DRB1', 'HLA-A', 'P2RY12', 'CYP2C19']"
sincalide,"['Cckar', 'CEBPA', 'XBP1', 'ABCC2', 'NFKBIB', 'ERN1', 'CCKAR', 'CEBPB', 'CRK', 'NFKBIA', 'RXRA', 'CCKBR', 'IL1B', 'SLCO1B3', 'TNF', 'IL6']"
prasugrel,"['NTRK1', 'ALB', 'CYP2B6', 'CYP3A5', 'BDNF', 'MIR22', 'CREB1', 'UBE2I', 'SIRT1', 'CYP3A4', 'NFKBIA', 'CES2', 'PEAR1', 'CYP2C9', 'P2RY12', 'CYP2C19']"
cefadroxil,"['SLC22A5', 'SLC22A8', 'SLC15A2', 'ABCC2', 'HLA-B', 'mrcA', 'mrdA', 'ANPEP', 'CYP3A4', 'HLA-G', 'SLC22A6', 'mrcB', 'dacC', 'NR1I2', 'SLC15A1', 'ftsI']"
ambrisentan,"['ABCB1', 'IL1B', 'TNF', 'UGT2B7', 'CYP3A5', 'EDN1', 'IL6', 'CYP3A4', 'NOS3', 'UGT1A3', 'UGT1A9', 'EDNRB', 'EDNRA', 'SLCO1B3', 'SLCO1B1', 'CYP2C19']"
cefazolin,"['KDM4A', 'PON1', 'TPMT', 'IL15', 'ALB', 'pbpC', 'SLC22A8', 'IL2', 'mrcA', 'mrdA', 'ABCC4', 'SLC22A11', 'EHMT2', 'SLC22A6', 'mrcB', 'ftsI']"
glipizide,"['SLC2A4', 'UGT1A1', 'PPARG', 'ALB', 'AKR1C2', 'KCNJ11', 'PCK1', 'ABCC8', 'KCNJ1', 'AKR1C1', 'ABCB11', 'KCNJ10', 'AKR1C3', 'CYP2C9', 'G6PD']"
formoterol,"['ADRB1', 'SLC22A1', 'SLC22A5', 'CYP2D6', 'ADRB2', 'ALB', 'ADRB3', 'UGT2B7', 'SLC22A4', 'SLC22A3', 'CYP2C9', 'UGT1A9', 'CYP2A6', 'UGT1A8', 'CYP2C19']"
amobarbital,"['CHRNA4', 'GRIK2', 'UGT2B7', 'CHRFAM7A', 'GABRA3', 'GRIA2', 'UGT2B15', 'UGT2B4', 'GABRA5', 'GABRA1', 'GABRA4', 'GABRA6', 'TNF', 'NOS2', 'GABRA2']"
cefdinir,"['mrcB', 'SLC22A5', 'SLC22A8', 'SLC15A2', 'mrcA', 'mrdA', 'CTDSP1', 'ACP1', 'MPO', 'SLC22A6', 'KDM4A', 'SUMO1', 'dacC', 'SLC15A1', 'ftsI']"
rilpivirine,"['ABCB1', 'CYP2E1', 'ALB', 'CYP2D6', 'CYP2B6', 'CYP2C8', 'gag-pol', 'SCN10A', 'CYP3A4', 'SLCO1B3', 'CYP2C9', 'NR1I2', 'ABCG2', 'SLCO1B1', 'CYP2C19']"
nadolol,"['ABCB1', 'ADRB1', 'SLC22A1', 'POU2F2', 'ADRB2', 'ORM1', 'LPL', 'ORM2', 'SLCO1A2', 'SLC47A1', 'IL10', 'IL12B', 'POU2F1', 'SLC47A2', 'ADRB3']"
terazosin,"['KCNH2', 'KCNH7', 'ABCB1', 'HTT', 'CYP2D6', 'CYP3A5', 'CYP3A4', 'CYP1A2', 'ADRA1A', 'TGFB1', 'ADRA1D', 'CYP2C9', 'ADRA1B', 'KCNH6', 'CYP2C19']"
galantamine,"['ABCB1', 'pdlim3b', 'CHRNA7', 'CHRNA4', 'CYP2D6', 'BCHE', 'CHRFAM7A', 'ACHE', 'CYP3A4', 'CES2', 'APP', 'CHAT', 'CHRNB2', 'CHRM1', 'hspb11']"
cefuroxime,"['NR1I3', 'GSR', 'ABCC2', 'SLC15A2', 'CAT', 'HLA-DQB1', 'IL10', 'ABCC4', 'ABCC3', 'NFE2L2', 'NR1I2', 'MGST1', 'PPARA', 'SLC15A1', 'HLA-E']"
gatifloxacin,"['KCNH2', 'ALB', 'Ins1', 'GCGR', 'TOP2A', 'CLK2', 'PCSK1', 'CLK4', 'TDP1', 'VDR', 'PRKD3', 'Ins2', 'CYP1A2', 'GCG', 'HSD17B10']"
ranitidine,"['ABCB1', 'PTH', 'CALCA', 'CYP2D6', 'HSPA4', 'HRH2', 'CYP3A4', 'PLA2G1B', 'EHMT2', 'CYP1A2', 'CYP2C9', 'F8', 'GRP', 'CYP2C19']"
esomeprazole,"['ABCB1', 'CYP2E1', 'CYP2D6', 'SLC22A8', 'CYP3A5', 'ATP4A', 'ATP4B', 'DDAH1', 'CYP3A4', 'CYP1A2', 'CYP2C9', 'CYP1A1', 'CYP2A6', 'CYP2C19']"
adapalene,"['RARB', 'RARG', 'CD1D', 'TLR2', 'IL10', 'JUN', 'RXRA', 'GOT1', 'SLC22A2', 'CRABP2', 'USP1', 'RARA', 'RXRB', 'RXRG']"
droxidopa,"['ADRB1', 'ADRB2', 'SLC6A2', 'ADRA2C', 'ADRA2B', 'ADRA1A', 'SLC16A10', 'ADRA1D', 'PAH', 'ADRA2A', 'CHRM1', 'DDC', 'ADRA1B', 'ADRB3']"
fingolimod,"['ABCB1', 'CYP2E1', 'S1PR1', 'HDAC1', 'SLC1A3', 'S1PR3', 'CYP4F2', 'SLC1A2', 'ABCC1', 'Trpm7', 'SPHK1', 'Kcnj5', 'S1PR5', 'S1PR4']"
doxazosin,"['ABCB1', 'SLC22A1', 'KCNH2', 'KCNH7', 'CYP2D6', 'MTOR', 'ATAD5', 'CYP3A4', 'ADRA1A', 'ADRA1D', 'CYP2C9', 'ADRA1B', 'KCNH6', 'CYP2C19']"
ospemifene,"['CXCL10', 'APOD', 'CYP2D6', 'CYP2B6', 'ESR2', 'AR', 'RELA', 'CYP3A4', 'ESR1', 'CYP2C9', 'CYP2C19', 'TNFRSF11B', 'TFF1', 'IL6']"
goserelin,"['BCL2', 'FSHB', 'ESR2', 'MYOD1', 'TMPRSS2', 'GNRHR', 'AR', 'LHCGR', 'TP53', 'ESR1', 'PGR', 'KLK3', 'BGLAP', 'GNRH1']"
mafenide,"['CA6', 'PON1', 'canA', 'CA5A', 'CA1', 'CA5B', 'CA2', 'Car5a', 'CA12', 'CA4', 'G6PD', 'CA14', 'NCE103']"
rimexolone,"['CD28', 'NR3C1', 'IL2', 'CYP3A5', 'SERPINA6', 'IFNG', 'NFE2L2', 'CYP3A4', 'NFKBIA', 'ESRRA', 'CD4', 'ANXA1', 'TNF']"
pralatrexate,"['ALB', 'ABCC2', 'SLC19A1', 'DHFR', 'CASP3', 'SLC46A1', 'SLCO1B3', 'ABCC3', 'FPGS', 'RFC1', 'TYMS', 'ABCG2', 'PDF']"
alfuzosin,"['FOS', 'ABCB1', 'ALB', 'GAA', 'ORM1', 'TAC1', 'CYP3A4', 'ADRA1A', 'EHMT2', 'ADRA1D', 'HSD17B10', 'GNRH1', 'ADRA1B']"
cefotetan,"['KCNH2', 'APOBEC3G', 'ALB', 'SLC12A3', 'APOBEC3A', 'L3MBTL1', 'cnnm2a', 'POLH', 'POLK', 'BAZ2B', 'EHMT2', 'POLI', 'KDM4A']"
tropicamide,"['FOS', 'CHRM1', 'KCNJ3', 'NOS1', 'GRM4', 'CHRM4', 'NFKB1', 'CHRM2', 'CHRM5', 'RELA', 'CHRM3', 'APOE', 'NOS2']"
trimetrexate,"['ABCB1', 'KRAS', 'SLC19A1', 'DHFR', 'VDR', 'MEN1', 'KMT2A', 'EHMT2', 'BLM', 'Dhfr', 'MAPT', 'GSTA3', 'PDF']"
cefotaxime,"['ALB', 'GSR', 'SLC22A7', 'SLC22A8', 'pbpC', 'SLC15A2', 'TNF', 'SLC22A11', 'VDR', 'EHMT2', 'CBX1', 'SLC22A6', 'SLC15A1']"
tiopronin,"['CYP2E1', 'ABCC1', 'ALDH1A1', 'CCL2', 'GSTP1', 'HLA-B', 'MB', 'SOD1', 'SOD2', 'MPO', 'NOS2', 'TNF', 'HMOX1']"
tenofovir,"['ABCC10', 'ABCC1', 'ABCC2', 'SLC26A8', 'AK2', 'NME1', 'AK4', 'ABCC3', 'SLC22A6', 'NME2', 'ORF1ab', 'ABCG2', 'OCRL']"
tiagabine,"['ABCB1', 'ABAT', 'UGT1A1', 'ABCC1', 'SLC6A1', 'ABCC2', 'SLC6A12', 'AADAT', 'CYP19A1', 'SLC6A11', 'CYP3A4', 'KYAT1', 'ALAS1']"
macitentan,"['ABCB1', 'ALB', 'ABCC2', 'ORM1', 'CYP2C8', 'ORM2', 'CYP3A4', 'ABCC3', 'SLC10A1', 'CYP2C9', 'EDNRB', 'EDNRA', 'CYP2C19']"
isosorbide dinitrate,"['CYP2E1', 'NT5E', 'PRKG1', 'CASP3', 'EDN1', 'GUCY1A1', 'GUCY1B2', 'NOS3', 'NPR1', 'G6PD', 'CYP1A1', 'GUCY1A2', 'GUCY1B1']"
ticagrelor,"['ABCB1', 'CYP3A43', 'ALB', 'CYP2B6', 'CYP3A5', 'UGT2B7', 'CYP3A4', 'PEAR1', 'CYP2C9', 'SLC29A1', 'SLCO1B1', 'P2RY12', 'CYP2C19']"
bisacodyl,"['ATP1B1', 'GPR55', 'AQP3', 'ATP1B2', 'AR', 'CYP3A4', 'ATP1A2', 'ATP1A1', 'ATP1A3', 'ATP1A4', 'TSHR', 'FXYD2', 'ATP1B3']"
iron,"['CP', 'FXN', 'TF', 'FTH1', 'AHSP', 'HDAC8', 'NEIL1', 'NEIL2', 'TFRC', 'POLB', 'HBA2', 'EGLN1', 'FEN1']"
cephalexin,"['SLC22A5', 'ALB', 'SLC22A8', 'SLC15A2', 'ABCC2', 'HLA-DPA1', 'ABCC4', 'SLC47A1', 'ABCC3', 'EHMT2', 'SLC22A6', 'NR1I2', 'SLC15A1']"
alectinib,"['ABCB1', 'SMAD4', 'MET', 'CDKN2A', 'EML4', 'GPT', 'RET', 'CYP3A4', 'ALK', 'FGFR1', 'ABCG2', 'NPM1']"
treprostinil,"['PPARG', 'ID1', 'CYP2C8', 'PTGIR', 'PTGER1', 'PTGER2', 'PTGER3', 'PTGDR', 'PPARD', 'CYP2C9', 'PTGER4', 'P2RY12']"
fluocinolone acetonide,"['ANXA5', 'IL1A', 'NR3C1', 'SERPINA6', 'ANXA4', 'AR', 'ANXA3', 'PLA2G1B', 'CYP3A4', 'ANXA1', 'ANXA2', 'XDH']"
etonogestrel,"['ALB', 'F3', 'AR', 'CYP3A4', 'F2R', 'ESR1', 'PGR', 'cyp19a1b', 'SHBG', 'Pvf1', 'F2', 'CYP3A7']"
bendroflumethiazide,"['APOB', 'REN', 'TPMT', 'SLC12A1', 'SLC12A3', 'SLC22A8', 'CA1', 'CA2', 'KCNMA1', 'SLC22A6', 'CA4', 'VEGFC']"
aliskiren,"['REN', 'ABCB1', 'CKM', 'CAMK2D', 'CASP3', 'CYP3A4', 'PTGS1', 'CYP1A1', 'PTGS2', 'IL1B', 'TNF', 'AGT']"
naphazoline,"['ALB', 'NPPA', 'CYP2D6', 'Octbeta2R', 'DRD2', 'ADRA1A', 'SLC22A2', 'ADRA1D', 'NISCH', 'ADRA2A', 'ADRA1B', 'Taar4']"
tolazamide,"['Ins1', 'KCNJ11', 'ABCC8', 'KCNJ1', 'NFE2L2', 'DDIT3', 'KCNJ10', 'EHMT2', 'CYP2C9', 'KDM4A', 'G6PD', 'NR1I2']"
eletriptan,"['HTR1A', 'ABCB1', 'CYP2D6', 'HTR1E', 'HTR1B', 'CYP3A4', 'HTR1D', 'CYP2C9', 'PTGS1', 'CYP2A6', 'HTR1F', 'CYP2C19']"
ethotoin,"['SCN11A', 'SCN9A', 'SCN5A', 'SCN2A', 'SCN7A', 'SCN10A', 'SERPINA7', 'SCN4A', 'SCN3A', 'NR1I2', 'SCN8A', 'SCN1A']"
ruxolitinib,"['ALB', 'JAK1', 'JAK3', 'CSF3R', 'TYK2', 'PLAUR', 'MPL', 'CYP3A4', 'VHL', 'CYP2C9', 'JAK2', 'CRLF2']"
foscarnet,"['CXCL8', 'SLC20A1', 'AKT1', 'SLC23A2', 'UL30', 'SLC16A1', 'SPP1', 'PHEX', 'SLC22A6', 'DMP1', 'SLC20A2', 'STC1']"
perampanel,"['CYP2B6', 'GRIA3', 'CYP3A5', 'GRIA1', 'TLR4', 'GRIA2', 'CYP3A4', 'CYP1A2', 'GRIA4', 'HMGB1', 'ORF1ab', 'IL1B']"
