Drug,Targets
triamterene,"['CYP1A2', 'SCNN1G', 'SCNN1A', 'SCNN1B', 'SCNN1D']"
ajmaline,"['CYP2D6', 'SCN5A', 'ORM1']"
"2-[2-(1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl)ethyl]-4-(4'-ethoxy-1,1'-biphenyl-4-yl)-4-oxobutanoic acid",['MMP12']
epoetin zeta,['EPOR']
deflazacort,['CYP3A4']
cefotiam,['SLC22A6']
mercuribenzoic acid,['CA2']
streptokinase,"['PLG', 'PLA2G4A', 'F2R']"
n-methyl-pyridoxal-5'-phosphate,[]
pravastatin,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'ABCC2', 'CYP3A5', 'CYP2C8', 'ABCB11', 'SLCO1A2', 'SLC22A6', 'ABCG2', 'SLCO1B1', 'SLC16A1', 'SLC22A8', 'HMGCR', 'SLC22A11', 'SLCO2B1', 'SLCO1B3']"
emedastine,['HRH1']
n-(6-aminohexyl)-5-chloro-1-naphthalenesulfonamide,"['CALM3', 'TNNC1', 'TNNI3']"
troxacitabine,['DCK']
"5-acetamido-5,6-dihydro-4-hydroxy-6-isobutoxy-4h-pyran-2-carboxylic acid",['NEU2']
"benzyl n-({(2s,3s)-3-[(propylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-prolinate",['CTSB']
4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,['HSP90AA1']
phenylalanine-n-sulfonamide,['CPA1']
bupropion,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C8', 'CYP2B6', 'CYP2A6', 'SLC6A3', 'SLC6A2', 'CHRNA3', 'ORM1']"
(s)-rolipram,"['PDE4B', 'PDE4D']"
medroxyprogesterone acetate,"['CYP3A4', 'CYP2C9', 'CYP2C8', 'HSD3B2', 'ESR1', 'PGR']"
phosphoric acid mono-[2-amino-3-(3h-imidazol-4-yl)-propyl]ester,[]
"(9beta,11alpha,13alpha,14beta,17alpha)-11-(methoxymethyl)estra-1(10),2,4-triene-3,17-diol","['ESR1', 'NCOA2']"
pentanal,['PRKACA']
ethylisothiourea,"['NOS3', 'NOS2']"
tetramethylammonium ion,['GALE']
pteroic acid,[]
elbasvir,"['ABCB1', 'ABCG2']"
"5-(2,3-dichlorophenyl)-n-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",['CDK2']
ncx 950,['ADRB2']
l-alpha-glycerophosphorylethanolamine,['ANXA5']
ame-527,['TNF']
"(1s)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",['CASP3']
ethoxzolamide,"['SLC22A6', 'CA1', 'CA2', 'CA4', 'CA7']"
"1-{(1r,2s)-2-hydroxy-1-[2-(2-naphthyloxy)ethyl]propyl}-1h-imidazone-4-carboxamide",['ADA']
mln-977,['ALOX5']
uridine-5'-diphosphate-mannose,[]
alpha-maltotriose,[]
"3,9-dimethyladenine",[]
1-methoxy-2-(2-methoxyethoxy)ethane,['HSP90B1']
"1-(4-methoxyphenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester",['PDE4D']
"3,4-dihydroxy-1-methylquinolin-2(1h)-one",['PIM1']
"(9s)-9-[(8-ammoniooctyl)amino]-1,2,3,4,9,10-hexahydroacridinium",['ACHE']
sodium acetate,['ACSS2']
d-methionine,['METAP2']
isopropyl beta-d-thiogalactopyranoside,[]
"5-[4-tert-butylphenylsulfanyl]-2,4-quinazolinediamine",[]
lansoprazole,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'CYP2C18', 'CYP2C19', 'CYP4A11', 'CYP2C8', 'ABCG2', 'CYP1B1', 'CYP1A1', 'ATP4A']"
cytidine-3'-monophosphate,['RNASE1']
isavuconazonium,"['ABCB1', 'CYP3A4']"
phosphoaminophosphonic acid guanylate ester,['RAB8B']
heparin disaccharide iii-s,['CCL5']
sparfloxacin,"['ABCB1', 'ABCC2', 'SLC22A5', 'TOP2A']"
ncx 4016,['PTGS1']
epinastine,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2B6', 'ADRA1A', 'HRH1', 'HTR7', 'HTR2A', 'ADRA2A', 'HRH2']"
deslanoside,['ATP1A1']
"1-ethyl-n-(phenylmethyl)-4-(tetrahydro-2h-pyran-4-ylamino)-1h-pyrazolo[3,4-b]pyridine-5-carboxamide",['PDE4B']
rufinamide,"['CYP3A4', 'CYP2E1', 'ALB', 'CES1', 'GRM5']"
efinaconazole,[]
"n7-butyl-n2-(5-chloro-2-methylphenyl)-5-methyl[1,2,4]triazolo[1,5-a]pyrimidine-2,7-diamine",['F2']
"n-methyl-n-(10-methylundecanoyl)-d-seryl-l-alanyl-n~1~-[(7s,10s,13s)-13-carboxy-3,18-dihydroxy-10-methyl-8,11-dioxo-9,12-diazatricyclo[13.3.1.1~2,6~]icosa-1(19),2(20),3,5,15,17-hexaen-7-yl]-n~1~-methylglycinamide",[]
di-stearoyl-3-sn-phosphatidylcholine,['SLC25A4']
lefradafiban,"['ITGB3', 'ITGA2B']"
"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-6-pyridinyl)methyl]acetamide",['F2']
(2s)-2-(1h-indol-3-yl)pentanoic acid,['SKP1']
anx-510,['TYMS']
phenacemide,['SCN1A']
metharbital,"['GRIA2', 'GRIK2', 'CHRNA4', 'CHRNA7', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6']"
"6-(2,4-diamino-6-ethylpyrimidin-5-yl)-4-(3-methoxypropyl)-2,2-dimethyl-2h-1,4-benzoxazin-3(4h)-one",['REN']
(2s)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid,['LTA4H']
indirubin-3'-monoxime,"['GSK3B', 'CDK2', 'CDK5', 'CDK1', 'CDK5R1']"
"n-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1r)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",['MAPK14']
"cyclohexylmethyl-2,3-dihydroxy-5-methyl-hexylamide",['CTSD']
riluzole,"['CYP1A2', 'ABCG2', 'SLC7A11', 'CYP1A1', 'SCN5A']"
methantheline,"['CHRM1', 'HRH2']"
"2-({4-[(5-chloro-1h-indol-2-yl)sulfonyl]piperazin-1-yl}carbonyl)thieno[3,2-b]pyridine 4-oxide",['F10']
cinitapride,"['HTR1A', 'HTR2A', 'HTR4']"
n-acetylhistamine,[]
rhodamine 6g,['ABCC1']
gti 2040,['RRM2']
"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid",['FABP4']
"3-{[(1r)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione",['MAPKAPK2']
linezolid,"['MAOA', 'MAOB']"
carfentanil,"['OPRM1', 'OPRK1', 'OPRD1']"
fluvastatin,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'SLCO1B1', 'HMGCR', 'CYP1A1', 'CYP2B6', 'UGT1A1', 'SLCO2B1', 'SLCO1B3', 'UGT1A3', 'UGT2B7']"
ganciclovir,"['SLC22A6', 'SLC22A1', 'SLC22A8']"
edrophonium,"['BCHE', 'ACHE']"
donepezil,"['CYP2D6', 'CYP3A4', 'CYP2C9', 'ACHE', 'HTR2A']"
romidepsin,"['ABCB1', 'CYP3A4', 'CYP2C19', 'CYP3A5', 'CYP1A1', 'CYP2B6', 'SLCO1B3', 'HDAC2', 'HDAC1', 'HDAC6', 'HDAC4']"
3-chlorophenol,[]
"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide","['CDK2', 'CCNA2']"
"n'-((2s,3r)-3-amino-2-hydroxy-5-(isopropylsulfanyl)pentanoyl)-n-3-chlorobenzoyl hydrazide",['METAP2']
cloxacillin,"['ALB', 'SLC22A6', 'SLC15A2']"
"{[4-amino-2-(3-chloroanilino)-1,3-thiazol-5-yl](4-fluorophenyl)methanone",['CSNK1G3']
doxazosin,"['CYP2D6', 'ABCB1', 'CYP2C19', 'KCNH2', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'ORM1', 'KCNH6', 'KCNH7']"
"6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine",[]
mibefradil,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP3A5', 'CYP1A1', 'CACNA1C', 'CACNB2', 'CACNA1H', 'CACNA1D', 'CACNA1S', 'CYP11B2', 'CACNB1', 'CACNA1G', 'CACNA1F', 'CACNB3', 'CACNB4', 'CACNA1I']"
4-(2-methoxyphenyl)-2-oxobut-3-enoic acid,[]
s-(4-bromobenzyl)cysteine,['GSTP1']
"diethyl (1r,2s,3r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate","['ESR1', 'NCOA2']"
"methyl 4-{[({[(2r,5s)-5-{[(2s)-2-(aminomethyl)pyrrolidin-1-yl]carbonyl}pyrrolidin-2-yl]methyl}amino)carbonyl]amino}benzoate",['DPP4']
"(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-ethyl-4-hydroxy-3,5,11-trimethyl-8-oxo-1-oxa-7-azaspiro[5.5]undec-2-yl]-8-hydroxy-1,7-dimethylnona-1,3-dienyl}-10,12-dihydroxy-3-(3-hydroxybenzyl)-6-isopropyl-11-methyl-",['PPIA']
"phenylaminoimidazo(1,2-alpha)pyridine",['CDK2']
(2s)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,['PPARG']
(2s)-3-(4-chloro-3-fluorophenoxy)-n-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide,['AR']
benzathine benzylpenicillin,[]
"imidazo[2,1-a]isoquinoline-2-carbohydrazide",[]
am103,['ALOX5AP']
4-[(5-chloroindol-2-yl)sulfonyl]-2-(2-methylpropyl)-1-[[5-(pyridin-4-yl)pyrimidin-2-yl]carbonyl]piperazine,['F10']
"3-bromo-6-phenyl-n-(pyrimidin-5-ylmethyl)imidazo[1,2-a]pyridin-8-amine",['CDK2']
3-isopropylmalic acid,[]
amperozide,['HTR2A']
"methyl (1r,2s)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",['ADAM17']
benzylamine,"['PRSS1', 'PRSS2']"
chlordiazepoxide,"['CYP2D6', 'CYP3A4']"
ave-1625,['CNR1']
s-adenosyl-l-homoselenocysteine,[]
ketamine,"['ABCB1', 'PTGS1', 'CYP3A4', 'CYP2C9', 'CYP2C8', 'GRIN3A', 'CYP2B6', 'SLC6A2', 'DRD2', 'OPRM1', 'OPRK1', 'OPRD1', 'TACR1']"
"4-[3-hydroxyanilino]-6,7-dimethoxyquinazoline",['CDK2']
chloroquine,"['TNF', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP3A5', 'CYP2C8', 'GSTA2', 'CYP1A1', 'TLR9']"
"6-(cyclohexylsulfanyl)-1-(ethoxymethyl)-5-(1-methylethyl)pyrimidine-2,4(1h,3h)-dione",[]
bilastine,['HRH1']
"1,4-dideoxy-o2-sulfo-glucuronic acid","['FGF2', 'ANXA5']"
dimethyl sulfoxide,"['CYP2D6', 'CYP3A4', 'CYP2C19', 'TTR']"
(2z)-n-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,['DHODH']
"n-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine","['CDK2', 'CCNA2']"
chorionic gonadotropin (human),['LHCGR']
cisatracurium besylate,['CHRNA2']
"4-{[(2-oxo-1,2-dihydro-3h-indol-3-ylidene)methyl]amino}-n-(1,3-thiazol-2-yl)benzenesulfonamide",['CDK2']
"9-acetyl-2,3,4,9-tetrahydro-1h-carbazol-1-one",['CREBBP']
huperzine b,['ACHE']
(2-carbamoylmethyl-5-propyl-octahydro-indol-7-yl)acetic acid,['PLA2G2E']
"(2s,3s)-3-formyl-2-({[(4-methylphenyl)sulfonyl]amino}methyl)pentanoic acid",['CELA1']
n-[4-(benzyloxy)phenyl]glycinamide,['LTA4H']
o2-sulfo-glucuronic acid,"['FGF1', 'HS3ST3A1', 'HGF']"
"n-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8h)-yl)carbonyl]thiophene-2-carboxamide",['HDAC4']
iloprost,"['PLAT', 'PDE4B', 'PDE4D', 'SLCO2B1', 'PDE4A', 'SLCO3A1', 'PTGER1', 'PTGIR', 'PDE4C']"
diisopropylphosphono group,"['DPP4', 'CFB']"
asfotase alfa,['S1PR1']
"4-chloro-3',3''-dibromophenol-1,8-naphthalein",[]
1-allyl-3-butyl-8-(n-acetyl-4-aminobenzyl)-xanthine,['PCK1']
"n-{3-[5-(6-amino-purin-9-yl)-3,4-dihydroxy-tetrahydro-furan-2-yl]-allyl}-2,3-dihydroxy-5-nitro-benzamide",['COMT']
"phosporic acid mono-[3,4-dihydroxy-5-(5-methoxy-benzoimidazol-1-yl)-tetrahydro-furan-2-ylmethyl] ester",[]
"2,4-dinitro,5-[bis(2-bromoethyl)amino]-n-(2',3'-dioxopropyl)benzamide",[]
"n-[(1s)-1-{1-[(1r,3e)-1-acetylpent-3-en-1-yl]-1h-1,2,3-triazol-4-yl}-1,2-dimethylpropyl]benzamide",['CTSS']
"2',3'-dideoxythymidine-5'-monophosphate",['DTYMK']
gefitinib,"['EGFR', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'ALB', 'CYP2C19', 'CYP3A5', 'ABCG2', 'CYP1A1', 'ORM1']"
cephalexin,"['CYP2D6', 'CYP3A4', 'ALB', 'SLC22A6', 'SLC22A5', 'SLC22A8', 'SLC15A2', 'SLC47A1']"
flupirtine,['ADRA2A']
2-chloro-6-methyl-aniline,[]
al6528,['CA2']
cns-5161,['GRIN1']
pcl-016,"['ZFY', 'UBR4']"
3-chloro-5-[2-chloro-5-(1h-indazol-3-ylmethoxy)phenoxy]benzonitrile,[]
"1-[3,3-dimethyl-2-(2-methylamino-propionylamino)-butyryl]-pyrrolidine-2-carboxylic acid(1,2,3,4-tetrahydro-naphthalen-1-yl)-amide",['XIAP']
sucrosofate,['FGF1']
nitroarginine,"['NOS3', 'NOS1']"
practolol,['ADRB1']
"[2(r,s)-2-sulfanylheptanoyl]-phe-ala",['MME']
3-methylthiofentanyl,"['OPRM1', 'OPRK1', 'OPRD1']"
"6-(3,4-dihydroxybenzyl)-3-ethyl-1-(2,4,6-trichlorophenyl)-1h-pyrazolo[3,4-d]pyrimidin-4(5h)-one",['CDK2']
"1-n-(4-sulfamoylphenyl-ethyl)-2,4,6-trimethylpyridinium",['CA2']
diphenylpyraline,"['SLC6A3', 'HRH1']"
acclaim,['NOS2']
tipiracil,['TYMP']
dextrothyroxine,"['SLCO1B1', 'SLCO1C1', 'THRA', 'THRB', 'SLCO4A1', 'SLC7A5', 'TPO']"
cariprazine,"['CYP2D6', 'CYP3A4', 'DRD2', 'HRH1', 'HTR1A', 'HTR2B', 'HTR2A', 'DRD3']"
"2-o-(3'-amidinophenyl)-5-o-(4''-amidinophenyl}-1,4:3,6-dianhydro-d-sorbitol",['PRSS1']
[hydroxy(3-phenylpropyl)amino]methanol,[]
"4-[(7-oxo-7h-thiazolo[5,4-e]indol-8-ylmethyl)-amino]-n-pyridin-2-yl-benzenesulfonamide","['CDK2', 'CCNA2']"
1-((1r)-1-(hydroxymethyl)-3-{6-[(3-phenylpropanoyl)amino]-1h-indol-1-yl}propyl)-1h-imidazole-4-carboxamide,['ADA']
midodrine,"['CYP2D6', 'ADRA1A', 'ADRA1B', 'ADRA1D']"
'5'-o-(n-(l-prolyl)-sulfamoyl)adenosine,['EPRS']
2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1h-imidazol-4-ol,['CHEK1']
bis(5-amidino-2-benzimidazolyl)methane ketone hydrate,['PRSS1']
clavulanate,[]
"4-[(3-bromo-4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole",['CA2']
brexpiprazole,"['CYP2D6', 'CYP3A4', 'DRD2', 'ADRA1B', 'HTR1A', 'HTR2A', 'ADRA2C']"
2-amino-4-(hydroxymethyl-phosphinyl)butanoic acid,[]
o6-cyclohexylmethoxy-2-(4'-sulphamoylanilino) purine,"['CDK2', 'CCNA2']"
opc-51803,['AVPR2']
eliglustat,"['CYP2D6', 'CYP3A4', 'UGCG']"
1-(2-deoxy-5-o-phosphono-beta-d-erythro-pentofuranosyl)-4-methyl-1h-indole,['UNG']
alirocumab,['PCSK9']
n-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide,['MAPK14']
alpha-d-mannose 6-phosphate,"['M6PR', 'IGF2R']"
s-hydroxycysteine,"['C3', 'GSTA1', 'GSTP1', 'ACAT2', 'PMP2']"
4-hydroxy-l-threonine-5-monophosphate,[]
ljp 1082,['APOH']
pyridoxine,"['PDXK', 'CYP1A1']"
s-methyl-glutathione,['GSTM2']
7n-methyl-8-hydroguanosine-5'-diphosphate,"['DCPS', 'EIF4E']"
lobeline,['CHRNA9']
ubiquinone-2,"['CYC1', 'MT-CYB', 'UQCRC1', 'UQCRC2', 'UQCRH', 'UQCRQ', 'UQCRFS1', 'UQCRB', 'UQCR10', 'UQCR11']"
n-aminoethylmorpholine,['CTSD']
(2z)-n-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,['DHODH']
"n-(4-acetylphenyl)-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide",['HSP90AA1']
mdv3100,['AR']
ethanesulfonic acid,['PPBP']
phensuximide,['CYP2C19']
isopropamide,"['CHRM3', 'CHRM4']"
medrysone,"['NR3C1', 'SERPINA6']"
6-methyl-formycin a,[]
gallamine triethiodide,"['ACHE', 'CHRNA2', 'CHRM2']"
"5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile",['CDK2']
9-(4-hydroxybutyl)-n2-phenylguanine,[]
"1,3-dihydroxyacetonephosphate","['TPI1', 'ALDOA', 'ALDOB']"
3-bromo-7-nitroindazole,"['NOS3', 'NOS2', 'NOS1']"
"(2r)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid",['CPA1']
fructose -6-phosphate,[]
"(2s)-6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2-(3,5-difluorophenyl)-4-(3-methoxypropyl)-2h-1,4-benzoxazin-3(4h)-one",['REN']
succinic acid,"['PLOD3', 'BBOX1', 'P4HA1', 'P3H1', 'P3H2', 'PLOD1', 'TMLHE', 'ASPH', 'SDHC', 'SUCNR1', 'OXCT2', 'SUCLA2', 'SLC25A10', 'SDHA', 'SUCLG2', 'SDHD', 'P4HA2', 'SDHB', 'ALDH5A1', 'SUCLG1', 'OXCT1', 'SLC22A8']"
"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",['TPSAB1']
"4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidine",['F2']
macitentan,"['CYP3A4', 'ALB', 'CYP2C19', 'EDNRA', 'EDNRB']"
indole,[]
gentian violet,['SLC22A1']
duloxetine,"['CYP1A2', 'CYP2D6', 'SLC6A4', 'SLC6A3', 'SLC6A2']"
wx-g250,"['CA9', 'IL2']"
enzalutamide,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'ALB', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'CYP2B6', 'AR']"
di(n-acetyl-d-glucosamine),"['LYZ', 'B4GALT1']"
2-amino-3-(5-tert-butyl-3-(phosphonomethoxy)-4-isoxazolyl)propionic acid,['GRIA2']
secretin,['SCTR']
banoxantrone,"['CYP3A4', 'CYP1A1', 'CYP2B6', 'TOP2A']"
posizolid,['MAOA']
3-pyridin-4-yl-1h-indazole,"['PRKACA', 'PKIA']"
bevantolol,"['ADRB1', 'ADRB2', 'ADRA1A']"
"(3r,5s,7r,12s,13r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradecanoic acid",['HMGCS1']
tert-butyl 2-cyano-2-methylhydrazinecarboxylate,['CTSK']
2-aminobenzyl alcohol,['CFD']
n-(2-aminoethyl)-p-chlorobenzamide,['MAOB']
fluphenazine,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP2E1', 'DRD2', 'DRD1', 'CALM3']"
n-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1h-imidazol-2-yl]acetamide,['TGFBR1']
apstatin,[]
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,"['F2', 'PRSS1']"
fluorouracil,"['CYP1A2', 'CYP2C9', 'ALB', 'CYP2C8', 'ABCC3', 'ABCG2', 'MTHFR', 'PPAT', 'ABCC4', 'ABCC5', 'CYP2A6', 'SLC29A1', 'TYMS', 'TYMS', 'TYMP', 'DPYD', 'UPP1', 'UPP2', 'UMPS']"
"6-(3-aminopropyl)-4,9-dimethylpyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione",['DAPK1']
"3(r)-methylcarbamoyl-7-sulfoamino-3,4-dihydro-1h-isoquinoline-2-carboxylic acid tert-butyl ester",['PTPN1']
parecoxib,"['PTGS2', 'CYP3A4', 'CYP2C9', 'LTF']"
3-hydroxypropyl 3-[({7-[amino(imino)methyl]-1-naphthyl}amino)carbonyl]benzenesulfonate,['F11']
"(3r,4r,5r)-5-(hydroxymethyl)-1-(3-phenylpropyl)piperidine-3,4-diol",['PYGM']
trimethadione,"['CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C19', 'CYP2C8', 'CACNA1G']"
metyrapone,"['CYP3A4', 'CYP2E1', 'ABCC3', 'CYP2A6', 'CYP11B2']"
"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",['TPSAB1']
temafloxacin,['CYP1A2']
biricodar dicitrate,"['ABCC1', 'ABCG2', 'ABCB5']"
butenoic acid,['FABP1']
3-methylfentanyl,"['OPRM1', 'OPRK1', 'OPRD1']"
n-octyl-2-hydroxyethyl sulfoxide,[]
inhibitor idd 384,['AKR1B1']
capecitabine,"['CYP2C9', 'CES1', 'TYMS', 'TYMP', 'CDA', 'DPYD']"
4-(n-acetylamino)-3-[n-(2-ethylbutanoylamino)]benzoic acid,[]
decanoic acid,"['ALB', 'GLTP', 'FURIN']"
interferon alfacon-1,"['IFNAR2', 'IFNAR1']"
5-formyl-6-hydrofolic acid,[]
n2-[(benzyloxy)carbonyl]-n1-[(3s)-1-cyanopyrrolidin-3-yl]-l-leucinamide,['CTSK']
thymidine-5'-diphospho-beta-d-xylose,[]
ethosuximide,"['CYP3A4', 'CYP2E1', 'CYP3A5', 'CACNA1G', 'CYP3A43']"
"2,4-diamino-6-[n-(3',4',5'-trimethoxybenzyl)-n-methylamino]pyrido[2,3-d]pyrimidine",['DHFR']
n-propyl-tartramic acid,['ACPP']
quercetin,"['ABCB1', 'ABCC2', 'CYP2C8', 'ABCC1', 'ABCG2', 'SLC16A7', 'SLC16A1', 'PIM1', 'SLCO2B1', 'HCK', 'PIK3CG', 'ATP5A1', 'ATP5B', 'ATP5C1', 'HIBCH', 'STK17B']"
rimonabant,"['CYP3A4', 'CNR1']"
velaglucerase alfa,['GBA']
(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-[(1r)-1-{[(benzyloxy)carbonyl]amino}-2-methylpropyl](hydroxy)phosphoryl]propanoic acid,[]
hypoxanthine,['PNP']
sunitinib,"['ABCB1', 'CYP3A4', 'ABCC2', 'CYP3A5', 'ABCG2', 'PDGFRB', 'PDGFRA', 'ABCC4', 'FLT4', 'KDR', 'FLT3', 'KIT', 'FLT1', 'CSF1R']"
"5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine",['DHFR']
"{5-(5-amino-1h-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-biphenyl-3-yl]-acetic acid","['F7', 'F3']"
"3-(3-methoxybenzyl)-1h-pyrrolo[2,3-b]pyridine",['FGFR1']
"3-({2-[(2-amino-6-methylpyrimidin-4-yl)ethynyl]benzyl}amino)-1,3-oxazol-2(3h)-one",['HSP90AA1']
"5-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)-1h-pyrazolo[3,4-c]pyridazin-3-amine",['MAPK1']
"n-[1-(aminomethyl)cyclopropyl]-3-(benzylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]-l-alaninamide",['CTSS']
4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,['CDK2']
zonisamide,"['CYP3A4', 'CYP2C19', 'MAOA', 'AOX1', 'MAOB', 'SCN5A', 'CA1', 'CA2', 'CA4', 'SCN1A', 'CACNA1H', 'CA7', 'CACNA1G', 'SCN2A', 'CA9', 'CA12', 'CACNA1I', 'SCN4A', 'CA14', 'CA3', 'SCN3A', 'SCN1B', 'SCN4B', 'CA5A', 'CA5B', 'CA6', 'CA8', 'CA10', 'CA13']"
castanospermine,[]
josamycin,['CYP3A4']
n-({(2s)-1-[(3r)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide,['DPP4']
thymine,[]
ezetimibe,"['ABCB1', 'CYP3A4', 'ABCC2', 'ABCC3', 'ABCG2', 'SLCO1B1', 'UGT1A1', 'UGT2B15', 'UGT1A3', 'UGT2B7', 'SOAT1', 'NPC1L1', 'ANPEP', 'ABCG5', 'ABCG8']"
atl1102,['ITGA4']
marimastat,"['MMP12', 'MMP1', 'MMP2', 'MMP3', 'MMP7', 'MMP8', 'MMP9', 'MMP10', 'MMP11', 'MMP13', 'MMP14', 'MMP15', 'MMP16', 'MMP19', 'MMP20', 'MMP23B', 'MMP24', 'MMP25', 'MMP26']"
l-tyrosine,"['TAT', 'SLC16A10', 'SLC16A2', 'TH', 'YARS2', 'YARS']"
zaltoprofen,"['PTGS1', 'CYP2C9', 'UGT2B7']"
hydroxychloroquine,"['CYP2D6', 'TLR9', 'TLR7']"
riboflavin monophosphate,"['PNPO', 'RFK', 'BLVRB', 'NOS1', 'POR', 'POR', 'DPYD', 'DHODH', 'HAO1', 'RPS6KA4', 'HAO2', 'PPCDC', 'SGK1']"
"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",['PDPK1']
tiagabine,"['CYP3A4', 'SLC6A1']"
streptozocin,"['CYP1A2', 'ABCB1', 'CYP2E1', 'CYP1A1', 'SLC2A2']"
"4,4'[1,6-hexanediylbis(oxy)]bisbenzenecarboximidamide",[]
1h-indol-3-ylacetic acid,"['KYAT1', 'PLA2G2E', 'SKP1']"
coenzyme a persulfide,['IVD']
3-[(acetyl-methyl-amino)-methyl]-4-amino-n-methyl-n-(1-methyl-1h-indol-2-ylmethyl)-benzamide,[]
pentabromophenol,['TTR']
